year,unit,case,amount,url
2021,臺南市政府教育局,110年臺南市政府教育局校園IPv6管控系統建置資訊服務勞務採購案,1390000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210721&fn=BDM-1-53458858.xml
2019,臺南市政府教育局,108年度臺南市政府教育局資安大數據平台系統佈署資訊服務採購案,3900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191028&fn=BDM-1-52905777.xml
