year,unit,case,amount,url
2021,臺南市政府觀光旅遊局,「臺南運河遊河民間自提BOT案促參前置作業及招商」委託專業服務案,1240000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211108&fn=BDM-1-53546069.xml
2021,臺南市政府觀光旅遊局,臺南濱海軸帶扇形鹽田景點藝術執行案,12000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211104&fn=BDM-1-53543872.xml
2021,臺南市政府觀光旅遊局,110年臺南市推廣農業旅遊元件宣傳輔導計畫,2990000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211021&fn=BDM-1-53531990.xml
2021,臺南市政府觀光旅遊局,2021台南市台灣好行觀光公車綠色遊程推廣活動,1875000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211021&fn=BDM-1-53531889.xml
2021,臺南市政府觀光旅遊局,2021臺南聖誕燈節主題燈飾布置設計執行委託專業服務案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211021&fn=BDM-1-53531924.xml
2021,臺南市政府觀光旅遊局,濱海旅遊廊帶亮點打造計畫-扇鹽地景園區委託設計監造,3279827,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211014&fn=BDM-1-53526053.xml
2021,臺南市政府觀光旅遊局,「百年關嶺‧風華再造」觀光環境改善示範工程及水火同源「麒麟賜水」景觀營造工程委託設計監造,5443502,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211007&fn=BDM-1-53521772.xml
2021,臺南市政府觀光旅遊局,110年度「台南觀光數位品牌」策劃營運委託專業服務案,2930000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210909&fn=BDM-1-53501190.xml
2021,臺南市政府觀光旅遊局,2021臺南國際美食論壇委託服務勞務採購案,2796675,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210819&fn=BDM-1-53484252.xml
2021,臺南市政府觀光旅遊局,2021年台南市政府國際形象廣告勞務採購案,7499280,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210325&fn=BDM-1-53360659.xml
2020,臺南市政府觀光旅遊局,台南米其林美食指南國際媒體擴大宣傳委託專業服務案,2800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201211&fn=BDM-1-53269580.xml
2020,臺南市政府觀光旅遊局,第九屆台南越南友好周活動,2555000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201119&fn=BDM-1-53245892.xml
2020,臺南市政府觀光旅遊局,「台南觀光數位品牌」營銷暨旅遊電商平台合作委託專業服務案,1490000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201112&fn=BDM-1-53238514.xml
2020,臺南市政府觀光旅遊局,2020臺南聖誕燈節點燈晚會暨聖誕市集系列活動規劃執行委託專業服務案,1687000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201105&fn=BDM-1-53232812.xml
2020,臺南市政府觀光旅遊局,2020台灣好行觀光公車主題小旅行,1345000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201029&fn=BDM-1-53226190.xml
2020,臺南市政府觀光旅遊局,2020年台南美食節形象影片勞務採購案,2780000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201022&fn=BDM-1-53220826.xml
