year,unit,case,amount,url
2021,臺南市政府文化局,臺南山上花園水道博物館遊樂教育體驗設施設置及經營管理,2295000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210923&fn=BDM-1-53509241.xml
2021,臺南市政府文化局,蕭壠文化園區空調汰換財物採購案,3884800,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210827&fn=BDM-1-53491168.xml
