year,unit,case,amount,url
2021,臺南市政府水利局,曾文溪以北市管區域排水治理工程文化資產地表調查、施工監看及考古遺址鑽探調查評估委外技術服務(開口契約),2960024,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211105&fn=BDM-1-53544653.xml
2021,臺南市政府水利局,「110年度烏山頭水庫集水區特定水土保持區部分集水區廢止計畫」委託專業服務案,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211015&fn=BDM-1-53527447.xml
2021,臺南市政府水利局,柳營區八老爺滯洪池及應急抽水站治理工程,214041000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211004&fn=BDM-1-53518293.xml
2021,臺南市政府水利局,全國水環境改善計畫臺南市政府生態檢核暨相關工作計畫,6308000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210825&fn=BDM-1-53488904.xml
2021,臺南市政府水利局,臺南市生態檢核工作計畫(110-111年度),15000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210528&fn=BDM-1-53414035.xml
2021,臺南市政府水利局,110年治理計畫用地委託變更都市計畫技術服務(開口契約),1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210528&fn=BDM-1-53414335.xml
2021,臺南市政府水利局,110年度臺南市轄區水利設施搶修搶險、災害復建暨減災工程測設監造開口契約,20000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387730.xml
2021,臺南市政府水利局,110年度臺南市山坡沿海地區水利設施搶修搶險、災害復建及減災工程測設監造開口契約,5000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210414&fn=BDM-1-53375423.xml
2021,臺南市政府水利局,臺南市學甲區法源排水區抽水站及調節池工程,293400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210412&fn=BDM-1-53373022.xml
2021,臺南市政府水利局,110年度臺南市水門抽水站代操作與維護工作及機電整修-溪北區,52830000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53362518.xml
2021,臺南市政府水利局,110年度移動式抽水機設施代操作維護等工作專案管理服務,3969000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210122&fn=BDM-1-53317650.xml
2021,臺南市政府水利局,110~112年臺南市政府水利局移動式抽水機維護操作搶險(開口契約)第2標,29000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210121&fn=BDM-1-53315711.xml
2021,臺南市政府水利局,110年度水門抽水站新建、整建工程委託設計監造技術服務（開口契約）,10000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210120&fn=BDM-1-53314930.xml
2020,臺南市政府水利局,臺南市安定區新吉社區淹水改善規劃,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53285612.xml
2020,臺南市政府水利局,臺南市善化區雨水下水道系統檢討規劃,8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201223&fn=BDM-1-53284620.xml
2020,臺南市政府水利局,109年度臺南市公告區域排水專案管理工作,4500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201210&fn=BDM-1-53268384.xml
