year,unit,case,amount,url
2020,臺南市政府觀光旅遊局,「109年度台南旅遊網與旅行台南APP維護營運暨功能強化」資訊服務採購案,1470000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200709&fn=BDM-1-53136788.xml
2020,臺南市政府觀光旅遊局,倒風內海濱海旅遊廊帶串聯計畫-第二期委託設計監造,1231212,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200619&fn=BDM-1-53119838.xml
2020,臺南市政府觀光旅遊局,「2020提升臺南市近岸海域水域遊憩活動安全巡查工作」案,963000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200619&fn=BDM-1-53120412.xml
2020,臺南市政府觀光旅遊局,「2020臺南市水域遊憩體驗活動暨安全提升」案,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200420&fn=BDM-1-53067073.xml
2019,臺南市政府觀光旅遊局,倒風內海濱海旅遊廊帶串聯計畫委託設計監造,1218114,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870770.xml
2019,臺南市政府觀光旅遊局,臺南市遊憩景區觀光建設委託規劃,2910000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865600.xml
2019,臺南市政府觀光旅遊局,「臺南市中西區原魚市場促參前置作業及招商案」委託專業服務案,1960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190809&fn=BDM-1-52844422.xml
2019,臺南市政府觀光旅遊局,臺南市運河光流域環境設施─第3期工程委託設計監造,1988350,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190627&fn=BDM-1-52807682.xml
2019,臺南市政府觀光旅遊局,「2019臺南市水域遊憩體驗活動暨安全提升」案,2185000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190524&fn=BDM-1-52779703.xml
2019,臺南市政府觀光旅遊局,臺南市黃金海岸船屋部分空間委託經營管理案,1230000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190418&fn=BDM-1-52749469.xml
