year,unit,case,amount,url
2021,臺南市政府消防局,臺南市政府消防局110年度高級救護技術員教育訓練,4800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53298976.xml
2021,臺南市政府環境保護局,臺南市政府環境保護局110年職工健康檢查(開口契約),3634600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210514&fn=BDM-1-53402089.xml
