year,unit,case,amount,url
2021,臺南市政府,2022台南市耶誕跨年系列活動,12000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211027&fn=BDM-1-53535446.xml
2021,臺南市政府,110年重大會議網路直播,1095900,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210315&fn=BDM-1-53350579.xml
2021,臺南市政府,110年臺南地方文化及產業系列節目製播,1679000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337326.xml
2020,臺南市政府,「臺南2021跨年系列活動」3項全國電視轉/直播勞務採購案,2900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201214&fn=BDM-1-53271033.xml
2020,臺南市政府,市政行銷影片拍攝製作年度服務案,1849300,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200907&fn=BDM-1-53184148.xml
2020,臺南市政府,南市62103運用各種媒體宣導交通安全觀念及政策整合行銷案,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200701&fn=BDM-1-53128148.xml
2020,臺南市政府,2021台南畫世代動畫競賽活動,1600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200506&fn=BDM-1-53080884.xml
2020,臺南市政府,2020臺灣國際蘭展媒體行銷案,2600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200215&fn=BDM-1-53016564.xml
2020,臺南市政府,臺南地方文化及產業系列節目製播,1620000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200121&fn=BDM-1-53000848.xml
2019,臺南市政府,2020台南市耶誕跨年系列活動,8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191106&fn=BDM-1-52913706.xml
2019,臺南市政府,108年有線電視地方文化推廣活動：夢想舞台,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191030&fn=BDM-1-52907167.xml
