year,unit,case,amount,url
2021,臺南市政府經濟發展局,110年安平港灣招商引資提升城市競爭力產業座談暨交流會委託服務案,1650000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211018&fn=BDM-1-53528185.xml
2021,臺南市政府經濟發展局,110年度臺南市全球經貿合作拓展輔導補助計畫,2880000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210922&fn=BDM-1-53508532.xml
2021,臺南市政府經濟發展局,110年度沙崙智慧綠能科學城總顧問委託服務案,2800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210902&fn=BDM-1-53495934.xml
2021,臺南市政府經濟發展局,110年臺南市商圈輔導服務計畫,2470000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210812&fn=BDM-1-53477858.xml
2021,臺南市政府經濟發展局,110年度沙崙智慧綠能科學城技術整合及營運執行計畫委外服務案,1800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210809&fn=BDM-1-53474388.xml
2021,臺南市政府經濟發展局,110年臺南購物節委託專業服務案,7980000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210729&fn=BDM-1-53466938.xml
2021,臺南市政府經濟發展局,台南商業營銷暨電商平台合作委託專業服務案,2900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210705&fn=BDM-1-53443482.xml
2021,臺南市政府經濟發展局,110年度臺南市AIoT應用之遠距照護示範計畫,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210615&fn=BDM-1-53426082.xml
2021,臺南市政府經濟發展局,110年沙崙智慧綠能科學城招商引資交流活動暨人才培訓計畫,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210607&fn=BDM-1-53420441.xml
2021,臺南市政府經濟發展局,110年臺南市投資招商推動計畫,2938000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210524&fn=BDM-1-53409851.xml
2021,臺南市政府經濟發展局,110年度臺南市產業發展諮詢總顧問委託服務案,4480000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337985.xml
2021,臺南市政府經濟發展局,南瀛5G大樓委託營運案,9740000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337965.xml
