year,unit,case,amount,url
2021,臺南市政府文化局,臺南文化中心110年度環境委外清潔維護勞務採購,2619000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210106&fn=BDM-1-53301184.xml
2021,臺南市政府環境保護局,110年度臺南市中西區垃圾清運委託民營,29200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210723&fn=BDM-1-53461252.xml
2021,臺南市政府環境保護局,110年臺南市市道掃街、路面清潔暨夜間環境衛生即時清除作業,8316000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53362199.xml
2021,臺南市政府環境保護局,110年臺南市垃圾減量計畫,5076000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210318&fn=BDM-1-53354106.xml
2021,臺南市政府環境保護局,110年臺南市資源回收查核輔導計畫,5682000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210202&fn=BDM-1-53324811.xml
