year,unit,case,amount,url
2021,臺南市政府水利局,臺南市仁德區崁腳抽水站新建工程,82700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210916&fn=BDM-1-53506251.xml
2021,臺南市政府水利局,110年度水門抽水站新建、整建工程委託設計監造技術服務（開口契約）,10000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210120&fn=BDM-1-53314930.xml
2021,臺南市體育處,臺南市立棒球場LED全彩顯示板,13000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210427&fn=BDM-1-53386321.xml
2019,臺南市政府,永華市政中心照明改善節能績效保證專案統包採購,10455900,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190805&fn=BDM-1-52840498.xml
2020,臺南市立麻豆國民中學,臺南市中小學電力系統改善工程委託設計監造案(第19群),2907084,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201225&fn=BDM-1-53287675.xml
2019,臺南市安平區公所,照明改善節能績效保證專案,2172450,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190815&fn=BDM-1-52848543.xml
2020,臺南市立佳里國民中學,臺南市中小學電力系統改善工程委託設計監造案(第11群),3125524,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201228&fn=BDM-1-53289896.xml
2019,臺南市停車管理處,臺南市中西區體3地下停車場新建工程,741660393,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191209&fn=BDM-1-52947952.xml
2020,臺南市立中山國民中學,臺南市中山國中109年機場航空噪音改善防制設施財物採購,4297000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200327&fn=BDM-1-53049688.xml
2021,臺南市立西港國民中學,「西港國中無障礙電梯設備汰換」財物採購,1460000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210823&fn=BDM-1-53486536.xml
2021,臺南市立第三幼兒園,臺南市立第三幼兒園新建園舍工程委託規劃設計監造採購案,4050000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367617.xml
2021,臺南市立將軍幼兒園,"臺南市立將軍幼兒園B棟教室拆除重建園舍工程委託規畫設計 監造技術服務勞務採購案",4050000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210701&fn=BDM-1-53441304.xml
2020,臺南市柳營區果毅國民小學,臺南市中小學電力系統改善工程委託設計監造案(第23群),2960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201210&fn=BDM-1-53268511.xml
2021,臺南市善化區小新國民小學,小新國小蓮潭里校區國小第二期暨增設國中新建工程委託規畫設計採購案,10780000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210705&fn=BDM-1-53443355.xml
2021,臺南市善化區小新國民小學,小新國小老舊校舍拆除新建工程,124900415,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210318&fn=BDM-1-53354148.xml
2021,臺南市善化區小新國民小學,臺南市中小學電力系統改善工程委託設計監造案(第12群),3015722,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210104&fn=BDM-1-53298127.xml
2021,臺南市善化區茄拔國民小學,臺南市茄拔國小幼兒園新建園舍工程委託規畫設計監造技術服務勞務採購案,2800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210510&fn=BDM-1-53397764.xml
