year,unit,case,amount,url
2021,臺南市體育處,110年臺南市新營區綜合體育場游泳池委託民間經營管理,500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210118&fn=BDM-1-53311970.xml
2020,臺南市體育處,109年臺南市新營區綜合體育場游泳池第2次短期委託民間經營管理,300000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201013&fn=BDM-1-53211661.xml
