year,unit,case,amount,url
2021,臺南市政府民政局,徵求電子票證發行機構合作發行110-112年度『臺南市市民卡』採購案,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210226&fn=BDM-1-53339427.xml
2020,臺南市體育處,臺南市109年運動i臺灣行銷宣傳勞務採購案,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200417&fn=BDM-1-53066063.xml
2021,臺南市政府都市發展局,109至110年度危老重建輔導團委託專業服務案—專網維護與行銷計畫,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210427&fn=BDM-1-53386436.xml
2021,臺南市政府,110年度《悠活臺南》市刊編印發行案,4918300,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210727&fn=BDM-1-53463210.xml
2021,臺南市政府,110年重大會議網路直播,1095900,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210315&fn=BDM-1-53350579.xml
2021,臺南市政府,110年臺南地方文化及產業系列節目製播,1679000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337326.xml
2020,臺南市政府,110年臺南市政府1999話務中心勞務委外案,8350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295150.xml
2020,臺南市政府,109年度《悠活臺南》市刊編印發行案,4615000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200525&fn=BDM-1-53096468.xml
2020,臺南市政府,2020臺灣國際蘭展媒體行銷案,2600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200215&fn=BDM-1-53016564.xml
2020,臺南市政府,109年臺南市政府1999話務中心勞務委外案,7000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200203&fn=BDM-1-53005720.xml
2019,臺南市政府,2020台南市耶誕跨年系列活動,8000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191106&fn=BDM-1-52913706.xml
2019,臺南市政府,2019臺南市全國性雜誌市政廣告宣導,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190828&fn=BDM-1-52859308.xml
2019,臺南市政府,108年重大會議網路直播,1110000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190220&fn=BDM-1-52705282.xml
2021,臺南市政府勞工局,110年度現場徵才活動,2100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210319&fn=BDM-1-53355017.xml
2020,臺南市政府勞工局,109年度現場徵才活動,2100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200309&fn=BDM-1-53033226.xml
2019,臺南市政府勞工局,外籍勞工相關法令政策與宣導－有線電視影片與動畫製播,2020000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190927&fn=BDM-1-52881574.xml
2019,臺南市政府勞工局,108年度青少年職涯規劃研習營計畫,1096410,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190509&fn=BDM-1-52766639.xml
2021,臺南市政府觀光旅遊局,110年度「台南觀光數位品牌」策劃營運委託專業服務案,2930000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210909&fn=BDM-1-53501190.xml
2021,臺南市政府觀光旅遊局,2021臺南國際美食論壇委託服務勞務採購案,2796675,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210819&fn=BDM-1-53484252.xml
2020,臺南市政府觀光旅遊局,「台南觀光數位品牌」營銷暨旅遊電商平台合作委託專業服務案,1490000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201112&fn=BDM-1-53238514.xml
