year,unit,case,amount,url
2021,臺南市政府環境保護局,110年臺南市畜牧廢水氨氮回收推動計畫,10531000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367193.xml
2021,臺南市政府環境保護局,110年臺南市市道掃街、路面清潔暨夜間環境衛生即時清除作業,8316000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53362199.xml
2021,臺南市政府環境保護局,110年臺南市水污染防治許可審查、清查及查核計畫,7191000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210326&fn=BDM-1-53361274.xml
2021,臺南市政府環境保護局,110年臺南市水污染源科學稽查與水污染防治費徵收查核暨重點區域計畫,7027000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210208&fn=BDM-1-53329273.xml
2021,臺南市政府環境保護局,110年臺南市資源回收查核輔導計畫,5682000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210202&fn=BDM-1-53324811.xml
2021,臺南市政府環境保護局,110年臺南市已登記責任業者營業量查核計畫,3900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210112&fn=BDM-1-53307086.xml
2021,臺南市政府環境保護局,110年臺南市資源回收多元再利用宣導計畫,6227000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210106&fn=BDM-1-53300602.xml
2021,臺南市政府環境保護局,110年度土壤及地下水污染調查及查證工作計畫-臺南市,16227000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53299820.xml
