year,unit,case,amount,url
2021,臺南市政府工務局,臺南市政府工務局110年度道路及橋梁工程委託規劃、設計及監造(開口契約),13840171,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210218&fn=BDM-1-53333185.xml
2020,臺南市政府觀光旅遊局,「台南旅遊日本大阪媒體行銷」勞務採購案,2299500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201217&fn=BDM-1-53277195.xml
2020,臺南市政府觀光旅遊局,倒風內海濱海旅遊廊帶串聯計畫-第二期委託設計監造,1231212,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200619&fn=BDM-1-53119838.xml
2020,臺南市政府觀光旅遊局,2020年度國際旅客導覽資訊發送平台新增導覽路線,1495000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200305&fn=BDM-1-53031123.xml
2019,臺南市政府觀光旅遊局,臺南市新化區虎頭埤湖濱旅館BOT案履約管理諮詢顧問服務案,6230000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937079.xml
2019,臺南市政府觀光旅遊局,倒風內海濱海旅遊廊帶串聯計畫委託設計監造,1218114,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870770.xml
2019,臺南市政府觀光旅遊局,臺南市遊憩景區觀光建設委託規劃,2910000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865600.xml
2019,臺南市政府觀光旅遊局,「臺南市中西區原魚市場促參前置作業及招商案」委託專業服務案,1960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190809&fn=BDM-1-52844422.xml
2019,臺南市政府觀光旅遊局,臺南市運河光流域環境設施─第3期工程委託設計監造,1988350,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190627&fn=BDM-1-52807682.xml
2019,臺南市政府觀光旅遊局,臺南市黃金海岸船屋部分空間委託經營管理案,1230000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190418&fn=BDM-1-52749469.xml
