year,unit,case,amount,url
2021,臺南市政府勞工局,110年度辦理多元通路宣導就業服務業務實施計畫-台南呷頭路月刊宣導,1329146,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210414&fn=BDM-1-53375142.xml
2021,臺南市政府勞工局,110年度電腦資訊類失業者職業訓練,7799254,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210331&fn=BDM-1-53364306.xml
2021,臺南市政府勞工局,110年度餐飲服務類失業者職業訓練,6753832,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210324&fn=BDM-1-53358841.xml
2021,臺南市政府勞工局,110年度現場徵才活動,2100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210319&fn=BDM-1-53355017.xml
2021,臺南市政府勞工局,110年度專業設計類失業者職業訓練,9097657,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210312&fn=BDM-1-53349680.xml
2021,臺南市政府勞工局,110年度美容美髮類失業者職業訓練,7806136,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53343575.xml
2021,臺南市政府勞工局,110年度專業服務類失業者職業訓練,8716695,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53343156.xml
2020,臺南市政府勞工局,109年度青少年職涯規劃研習營計畫,1041716,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200430&fn=BDM-1-53077735.xml
2020,臺南市政府勞工局,109年度專業設計類失業者職業訓練,8849953,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200324&fn=BDM-1-53046143.xml
2020,臺南市政府勞工局,109年度電腦資訊類失業者職業訓練,8367401,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200324&fn=BDM-1-53046279.xml
2020,臺南市政府勞工局,109年度餐飲服務類失業者職業訓練,6443760,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200324&fn=BDM-1-53046367.xml
2020,臺南市政府勞工局,109年度專業服務類失業者職業訓練,7323781,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200324&fn=BDM-1-53045878.xml
2020,臺南市政府勞工局,109年度美容美髮類失業者職業訓練,6787270,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200309&fn=BDM-1-53033325.xml
2019,臺南市政府勞工局,108年度專業服務類失業者職業訓練,8561119,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190312&fn=BDM-1-52718972.xml
2019,臺南市政府勞工局,108年度青少年職涯規劃研習營計畫,1096410,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190509&fn=BDM-1-52766639.xml
2019,臺南市政府勞工局,108年度餐飲服務類失業者職業訓練,6621277,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190426&fn=BDM-1-52756386.xml
2019,臺南市政府勞工局,108年度電腦資訊類失業者職業訓練,7778033,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190412&fn=BDM-1-52744079.xml
2019,臺南市政府勞工局,108年度專業設計類失業者職業訓練,8660089,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190329&fn=BDM-1-52734725.xml
2019,臺南市政府勞工局,108年度美容美髮類失業者職業訓練,9070074,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190311&fn=BDM-1-52718835.xml
2019,臺南市政府勞工局,108年度現場徵才活動,2100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190305&fn=BDM-1-52713941.xml
