year,unit,case,amount,url
2021,臺南市政府環境保護局,110年臺南地區水污染緊急應變、海灘海域水質監測調查及綠色港口推動計畫,3090000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210803&fn=BDM-1-53469719.xml
2021,臺南市政府環境保護局,110年臺南市水質管理考核及水污染緊急應變計畫,3970000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210702&fn=BDM-1-53442330.xml
2021,臺南市政府環境保護局,110年度臺南市毒性化學物質及環境用藥管理輔導計畫,2880000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210430&fn=BDM-1-53390464.xml
2021,臺南市政府環境保護局,110年事業增訂氨氮放流水限值稽查管制計畫,5191000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53378903.xml
2021,臺南市政府環境保護局,110年臺南市畜牧廢水氨氮回收推動計畫,10531000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367193.xml
2021,臺南市政府環境保護局,110年臺南市推動環保許可整合計畫,2820000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53362089.xml
2021,臺南市政府環境保護局,110年臺南市水污染防治許可審查、清查及查核計畫,7191000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210326&fn=BDM-1-53361274.xml
2021,臺南市政府環境保護局,110年臺南市水質淨化場效益評估及操作維護計畫,5693000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210305&fn=BDM-1-53344728.xml
2021,臺南市政府環境保護局,110年臺南市全國水環境清淨河面計畫,5493000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53342930.xml
2021,臺南市政府環境保護局,110年度臺南市毒性及關注化學物質源頭查核管理計畫,3350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210209&fn=BDM-1-53330970.xml
2021,臺南市政府環境保護局,110年臺南市水污染源科學稽查與水污染防治費徵收查核暨重點區域計畫,7027000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210208&fn=BDM-1-53329273.xml
2021,臺南市政府環境保護局,臺南市110年海洋環境整體管理及維護計畫,4926000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210208&fn=BDM-1-53329191.xml
2021,臺南市政府環境保護局,110年度土壤及地下水污染調查及查證工作計畫-臺南市,16227000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53299820.xml
