year,unit,case,amount,url
2019,臺南市新化區公所,臺南市新化區體育公園游泳池委託營運管理案-第2期,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190327&fn=BDM-1-52731596.xml
2021,臺南市政府民政局,臺南市110年聯合婚禮活動,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210802&fn=BDM-1-53468386.xml
2020,臺南市政府民政局,臺南市109年聯合婚禮活動,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200629&fn=BDM-1-53125978.xml
2019,臺南市殯葬管理所,109年南區殯儀館公共區域環境清潔委外,3450000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191225&fn=BDM-1-52970139.xml
2019,臺南市永康區永康國民小學,永康國小108學年度六年級戶外教育,1699944,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191111&fn=BDM-1-52918531.xml
2019,臺南市體育處,2019臺南市國際龍舟錦標賽周邊活動規劃勞務採購案,1100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190402&fn=BDM-1-52737001.xml
2019,臺南市政府農業局,食在臺南‧國產牛肉好實在-2019國產牛肉行銷活動,1700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52893272.xml
2020,臺南市立和順國民中學,和順國中109學年度九年級戶外教育,1056025,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200925&fn=BDM-1-53200270.xml
2021,臺南市政府都市發展局,109至110年度危老重建輔導團委託專業服務案—專網維護與行銷計畫,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210427&fn=BDM-1-53386436.xml
2020,臺南市新營區公所,臺南市新營區109年度里鄰長文康暨訓練活動,1378000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200219&fn=BDM-1-53018888.xml
2019,臺南市新營區公所,臺南市新營區108年度里鄰長文康暨訓練活動,1373000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190321&fn=BDM-1-52727248.xml
2020,臺南市仁德區公所,臺南市仁德區109年度里鄰長文康活動及業務會議,1002000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200803&fn=BDM-1-53155908.xml
2019,臺南市南區區公所,108年度里鄰長文康暨訓練活動,1983000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190226&fn=BDM-1-52710395.xml
2021,臺南市立海佃國民中學,海佃國中110學年度九年級校外教學,1235800,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210902&fn=BDM-1-53495398.xml
2021,臺南市立後甲國民中學,後甲國中110學年度8年級⼾外教育勞務採購,1289680,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211019&fn=BDM-1-53529416.xml
