year,unit,case,amount,url
2020,臺南市動物防疫保護處,「設置寵物殯葬專區可行性評估及初步規劃」委託技術服務採購案,980000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201217&fn=BDM-1-53277441.xml
2021,臺南市政府地政局,臺南市永康二王市地重劃工程委託規劃設計暨監造技術服務,75083150,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210204&fn=BDM-1-53327369.xml
