year,unit,case,amount,url
2021,臺南市政府觀光旅遊局,「2021臺南夏日音樂節焰火施放」委託專業服務案,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210927&fn=BDM-1-53512102.xml
2021,臺南市政府觀光旅遊局,「爭取2024台灣燈會在臺南-選址及整體策展先期規劃」委託專業服務案,2695000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210819&fn=BDM-1-53484344.xml
2021,臺南市政府觀光旅遊局,2021臺南國際美食論壇委託服務勞務採購案,2796675,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210819&fn=BDM-1-53484252.xml
2021,臺南市政府觀光旅遊局,「110年度台南旅遊網維護營運暨功能擴充及旅行台南APP整合建置」資訊服務採購案,2900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210803&fn=BDM-1-53469802.xml
2021,臺南市政府觀光旅遊局,「2021臺南城市音樂節」委託專業服務案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210604&fn=BDM-1-53419398.xml
2021,臺南市政府觀光旅遊局,「2021臺南夏日音樂節」委託專業服務案,5500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210513&fn=BDM-1-53401345.xml
2021,臺南市政府觀光旅遊局,2021國內旅展「臺南館」設計佈置及行銷委託專業服務案,1600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210422&fn=BDM-1-53383073.xml
2021,臺南市政府觀光旅遊局,臺南市黃金海岸水陸域遊憩整體規劃案,4200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210205&fn=BDM-1-53329015.xml
2020,臺南市政府觀光旅遊局,「2020臺南將軍漁港焰火暖場活動」委託專業服務案,3500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200909&fn=BDM-1-53185731.xml
2020,臺南市政府觀光旅遊局,「2020臺南將軍漁港暖身焰火施放」委託專業服務勞務採購案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200903&fn=BDM-1-53182674.xml
