year,unit,case,amount,url
2021,臺南市新營區新營國民小學,新營國小110年度兒童遊戲場財物採購案,1700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210329&fn=BDM-1-53361986.xml
2020,臺南市新營區新營國民小學,臺南市108學年度國民小學學生學習能力檢測試卷印刷勞務採購,2097382,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200421&fn=BDM-1-53068411.xml
