year,unit,case,amount,url
2021,臺南市政府環境保護局,110年臺南市機車排氣污染稽查管制計畫,19567000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210618&fn=BDM-1-53430642.xml
2021,臺南市政府環境保護局,110年度臺南市揮發性有機物稽查管制及空污費催補繳計畫,11100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210618&fn=BDM-1-53430662.xml
2021,臺南市政府環境保護局,110年臺南市環境影響評估暨開發案件管理計畫,2680000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210601&fn=BDM-1-53415744.xml
2021,臺南市政府環境保護局,110年度臺南市固定污染源許可審查及巡查管制計畫,12062000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210519&fn=BDM-1-53405064.xml
2021,臺南市政府環境保護局,110年度臺南市空氣品質管理及監測站操作維護計畫,15282000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210504&fn=BDM-1-53391823.xml
2021,臺南市政府環境保護局,110年度臺南市環保志義工管理計畫,2530000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210429&fn=BDM-1-53389455.xml
2021,臺南市政府環境保護局,110年度臺南市加強街道揚塵洗街計畫,12131000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367726.xml
2021,臺南市政府環境保護局,110年度餐飲業認證暨油煙稽查管制計畫,2668000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210401&fn=BDM-1-53367001.xml
2021,臺南市政府環境保護局,110年度臺南市空氣品質維護區管制推動暨移動污染源車辨稽查計畫,12967000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210324&fn=BDM-1-53359247.xml
2021,臺南市政府環境保護局,110年度臺南市推動室內空氣品質改善計畫,1990000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337508.xml
2020,臺南市政府環境保護局,109年度臺南市紙錢專爐操作維護計畫,18000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53207662.xml
2020,臺南市政府環境保護局,109年度臺南市空氣品質感測物聯網布建計畫,17262000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53207678.xml
2020,臺南市政府環境保護局,109年度中石化(台鹼)安順廠整治場址監督查核應變計畫,32626000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200702&fn=BDM-1-53129363.xml
2020,臺南市政府環境保護局,臺南市生底渣貯存廠興建工程委託設計監造技術服務計畫,3974468,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200630&fn=BDM-1-53126937.xml
2020,臺南市政府環境保護局,109年度臺南市機車排氣污染稽查管制計畫,16726000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200620&fn=BDM-1-53121320.xml
2020,臺南市政府環境保護局,109年臺南市垃圾清運查詢及空氣品質指標推播系統維運計畫,7262000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200618&fn=BDM-1-53118475.xml
