year,unit,case,amount,url
2021,臺南市政府水利局,"臺南市安平水資源回收中心放流水回收再利用推動計畫 輸水管線變更都市計畫及用地取得委託技術服務案",3190000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210816&fn=BDM-1-53480165.xml
2021,臺南市體育處,臺南市甲組棒球隊110年移地訓練及比賽食宿交通需求勞務採購案,5800000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210225&fn=BDM-1-53338733.xml
2021,臺南市政府都市發展局,110年度新營鐵道地景公園民眾參與建設成果計畫委託專業服務案,1997625,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502385.xml
2020,臺南市政府都市發展局,臺南科學工業園區特定區計畫(新市區建設地區開發區塊A、B、C、D、E、N及O)整體規劃案,19200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200824&fn=BDM-1-53173078.xml
2020,臺南市政府都市發展局,臺南市平原核心城鎮風貌發展先期規劃案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53054733.xml
2019,臺南市仁德區公所,臺南市仁德區108年度里鄰長文康活動及業務會議,999000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190312&fn=BDM-1-52719621.xml
2020,臺南市南區區公所,109年度里鄰長文康活動,1983000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200122&fn=BDM-1-53002089.xml
2021,臺南市立後甲國民中學,後甲國中110學年度3年級戶外教育勞務採購,2622820,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210412&fn=BDM-1-53373318.xml
2021,臺南市立安南國民中學,臺南市立安南國中110學年度九年級校外教學參觀活動勞務採購案,1655490,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210601&fn=BDM-1-53416604.xml
2020,臺南市立復興國民中學,臺南市立復興國民中學109學年度二年級童軍教育露營勞務採購案,1904450,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201113&fn=BDM-1-53240019.xml
2019,臺南市中西區公所,臺南市中西區108年度里鄰長文康暨訓練活動,1236000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190315&fn=BDM-1-52722679.xml
2021,臺南市政府觀光旅遊局,「2021臺南市水域遊憩體驗活動暨安全提升」案,2540000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210526&fn=BDM-1-53411089.xml
2020,臺南市政府觀光旅遊局,「2020臺南市水域遊憩體驗活動暨安全提升」案,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200420&fn=BDM-1-53067073.xml
2019,臺南市政府觀光旅遊局,臺南市遊憩景區觀光建設委託規劃,2910000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865600.xml
2020,臺南市立金城國民中學,金城國中109學年度七、八年級戶外教育露營活動勞務採購,1445360,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200715&fn=BDM-1-53140165.xml
2020,臺南市東區區公所,臺南市東區109年度里、鄰長文康訓練暨餐敘活動,2766000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200212&fn=BDM-1-53013599.xml
2021,臺南市北區大光國民小學,大光國小110年度遊戲場財物採購,1290000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210701&fn=BDM-1-53440863.xml
2020,臺南市立南寧高級中學,南寧高中109學年度高二、國三、國一、國二暨高一校外教學活動,1787550,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201014&fn=BDM-1-53212647.xml
2019,臺南市立南寧高級中學,南寧高中108學年度高二、高一暨國三校外教學活動,10200,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191018&fn=BDM-1-52898305.xml
