year,unit,case,amount,url
2021,臺南市政府工務局,臺南市109年度土壤液化調查與風險評估計畫委託技術服務,39960000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210716&fn=BDM-1-53455459.xml
2021,臺南市政府農業局,臺南市推動七股及將軍區漁電共生設置專區計畫委託專業服務案,3785000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210407&fn=BDM-1-53368554.xml
