year,unit,case,amount,url
2021,臺南市政府環境保護局,110年度臺南市空氣品質惡化應變管制計畫,5672000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210715&fn=BDM-1-53453590.xml
2021,臺南市政府環境保護局,110年度臺南市營建工地污染管制查核計畫,16287000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210519&fn=BDM-1-53405053.xml
2021,臺南市政府環境保護局,110年度臺南市固定污染源許可審查及巡查管制計畫,12062000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210519&fn=BDM-1-53405064.xml
2021,臺南市政府環境保護局,110年度臺南市空氣品質管理及監測站操作維護計畫,15282000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210504&fn=BDM-1-53391823.xml
2021,臺南市政府環境保護局,110年度臺南市固定污染源空氣污染物連續自動監測功能查核管理計畫,4080000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367176.xml
2021,臺南市政府環境保護局,110年度臺南市加強街道揚塵洗街計畫,12131000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210406&fn=BDM-1-53367726.xml
2021,臺南市政府環境保護局,110年度餐飲業認證暨油煙稽查管制計畫,2668000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210401&fn=BDM-1-53367001.xml
2021,臺南市政府環境保護局,110年度臺南市空氣品質維護區管制推動暨移動污染源車辨稽查計畫,12967000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210324&fn=BDM-1-53359247.xml
2021,臺南市政府環境保護局,110年臺南市低碳永續家園建構推動暨因應氣候變遷減緩與調適計畫,6076000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210323&fn=BDM-1-53357194.xml
2021,臺南市政府環境保護局,110年度臺南市推動室內空氣品質改善計畫,1990000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337508.xml
2021,臺南市政府環境保護局,110年度臺南市有害空氣污染物稽查管制暨工廠突發事故應變管理計畫,9496000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210204&fn=BDM-1-53326966.xml
2021,臺南市政府環境保護局,臺南市城西焚化爐更新政策溝通及招商計畫,4810000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210119&fn=BDM-1-53313271.xml
2020,臺南市政府環境保護局,臺南市後壁區嘉安段0568-0000等16筆地號調查及監測計畫,4038000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201022&fn=BDM-1-53220706.xml
2020,臺南市政府環境保護局,109年度臺南市紙錢專爐操作維護計畫,18000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53207662.xml
2020,臺南市政府環境保護局,109年度臺南市空氣品質感測物聯網布建計畫,17262000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53207678.xml
2020,臺南市政府環境保護局,109年度臺南市空氣品質惡化應變管制計畫,7026000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200803&fn=BDM-1-53156473.xml
