year,unit,case,amount,url
2021,臺南市政府都市發展局,110年臺南市綠社區培力計畫,9000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211012&fn=BDM-1-53523110.xml
2021,臺南市政府都市發展局,臺南市社會住宅包租代管第3期計畫委託專業服務案,170080000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210827&fn=BDM-1-53491719.xml
2021,臺南市政府都市發展局,臺南市中西區學產地整體規劃評估與都市計畫變更委託技術服務案,4240000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210813&fn=BDM-1-53479914.xml
2021,臺南市政府都市發展局,臺南市東區南台南站副都心暫予保留及周邊地區都計變更出流管制規劃書委託技術服務案,1536000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210730&fn=BDM-1-53468004.xml
2021,臺南市政府都市發展局,109至110年度危老重建輔導團委託專業服務案—整合提案與培訓計畫,5640000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53379514.xml
2021,臺南市政府都市發展局,109至110年度危老重建輔導團委託專業服務案—整合提案與培訓計畫,3760000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210630&fn=BDM-1-53440508.xml
2021,臺南市政府都市發展局,110年度臺南市都市發展資訊系統擴充及修正案,5650000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210430&fn=BDM-1-53390832.xml
2021,臺南市政府都市發展局,109至110年度危老重建輔導團委託專業服務案—專網維護與行銷計畫,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210427&fn=BDM-1-53386436.xml
2021,臺南市政府都市發展局,110年度臺南市都市發展資訊系統資料更新及維護案,2436000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53379379.xml
2020,臺南市政府都市發展局,臺南市公辦都更(平實、二空、精二)捐贈公營住宅委託設計審查及施工督導技術服務案,14200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201007&fn=BDM-1-53208523.xml
2020,臺南市政府都市發展局,臺南市自強新村更新規劃招商案,3500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200831&fn=BDM-1-53178935.xml
2020,臺南市政府都市發展局,臺南市中興新城更新規劃招商案,3918000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200824&fn=BDM-1-53173082.xml
2020,臺南市政府都市發展局,臺南大學七股校區土地利用可行性規劃案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200731&fn=BDM-1-53155516.xml
2020,臺南市政府都市發展局,臺南市九六新村更新規劃招商案,4840000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200724&fn=BDM-1-53149708.xml
2020,臺南市政府都市發展局,109年度臺南市都市計畫樁(東、中西、南、北、安平、安南區都市計畫範圍)測定及復補建案,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200617&fn=BDM-1-53117827.xml
