year,unit,case,amount,url
2021,臺南市文化資產管理處,臺南傳統藝術傳習保存中心籌設與課程規劃,990000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210915&fn=BDM-1-53505187.xml
2021,臺南市文化資產管理處,民俗類保存者文件資源調查整飭計畫,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210511&fn=BDM-1-53398633.xml
2021,臺南市文化資產管理處,臺南香科藝陣體驗遊戲製作,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210429&fn=BDM-1-53389172.xml
2020,臺南市文化資產管理處,臺南市文化資產資料數位整合計畫—資料盤整與上傳,1575000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200810&fn=BDM-1-53162285.xml
2020,臺南市文化資產管理處,「2020全國古蹟日─主場活動」活動推廣,1280000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200728&fn=BDM-1-53150812.xml
2020,臺南市文化資產管理處,「2020全國古蹟日─主場活動」展示活動策劃執行,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200710&fn=BDM-1-53137469.xml
2020,臺南市文化資產管理處,臺南市民俗類無形文化資產培力計畫,1490000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200522&fn=BDM-1-53095654.xml
2020,臺南市文化資產管理處,2020臺南市無形文化資產特展展示規劃設計及製作,1700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200302&fn=BDM-1-53027578.xml
2019,臺南市文化資產管理處,臺南市傳統表演藝術複查計畫,1460000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190507&fn=BDM-1-52764120.xml
2019,臺南市文化資產管理處,蔡草如寺廟彩繪作品數位典藏計畫,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190416&fn=BDM-1-52746152.xml
2019,臺南市文化資產管理處,臺南市藝陣類無形文化資產保存維護計畫(第一期),1280000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190416&fn=BDM-1-52745990.xml
2019,臺南市文化資產管理處,無形文化資產影音保存系列計畫2-傳統工藝保存者影音紀錄,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190322&fn=BDM-1-52728583.xml
