year,unit,case,amount,url
2021,臺南市立南新國民中學,南新國中110年度廚房擴建及設備更新工程規劃設計監造勞務採購案,1026451,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210914&fn=BDM-1-53504765.xml
