year,unit,case,amount,url
2021,臺南市政府社會局,臺南市110年度一般兒童及少年家庭寄養服務,1059000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210105&fn=BDM-1-53300056.xml
2019,臺南市政府社會局,108年臺南市社區培力育成計畫,2814000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190103&fn=BDM-1-52667888.xml
