year,unit,case,amount,url
2021,臺南市政府交通局,110年度臺南市公共自行車營運管理計畫,46300000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210303&fn=BDM-1-53341437.xml
2021,臺南市公共運輸處,臺南市星鑽交通中心民間參與興建營運招商總顧問案,3850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210723&fn=BDM-1-53461560.xml
2021,臺南市公共運輸處,110年度臺南市獨立式智慧站牌建置案,4882500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210716&fn=BDM-1-53454906.xml
2021,臺南市公共運輸處,關廟轉運站委託營運管理案,760000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210518&fn=BDM-1-53404592.xml
2021,臺南市公共運輸處,110年度臺南市市區公車營運與服務評鑑計畫,1850000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210510&fn=BDM-1-53397400.xml
2021,臺南市公共運輸處,110年度臺南市公車動態資訊系統維運升級服務案,13000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210326&fn=BDM-1-53361244.xml
2021,臺南市公共運輸處,麻豆轉運站及臺南轉運站改善工程委託設計暨監造(後續擴充)服務案,772142,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210201&fn=BDM-1-53324191.xml
2021,臺南市公共運輸處,臺南市自動駕駛公車智慧基礎設施委託服務案,23300000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210118&fn=BDM-1-53312434.xml
2021,臺南市公共運輸處,109年度臺南市小黃公車第一期路線勞務委託案,3150000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210115&fn=BDM-1-53311241.xml
2020,臺南市公共運輸處,109年度臺南市太陽能電子紙智慧型站牌建置案,9980000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201013&fn=BDM-1-53212016.xml
2020,臺南市公共運輸處,臺南市安平區、南區及周邊地區市區公車路網檢討研究案,1940000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200911&fn=BDM-1-53188662.xml
2020,臺南市公共運輸處,109年度臺南市小黃公車動態資訊系統建置案,1175000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200706&fn=BDM-1-53132357.xml
2020,臺南市公共運輸處,109年度臺南市市區公車營運與服務評鑑計畫,1755000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200527&fn=BDM-1-53098848.xml
2020,臺南市公共運輸處,109年大臺南公共運輸行銷宣導活動,790000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200420&fn=BDM-1-53067845.xml
2020,臺南市公共運輸處,109年度臺南市公車動態資訊系統維運升級服務案,12760000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200326&fn=BDM-1-53049350.xml
2020,臺南市公共運輸處,108年度臺南市小黃公車第二期路線勞務委託案,6598712,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200130&fn=BDM-1-53003670.xml
2019,臺南市公共運輸處,108年度臺南市公車動態資訊太陽能智慧型站牌試辦案,4782000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190620&fn=BDM-1-52801368.xml
2019,臺南市公共運輸處,108年度臺南市市區公車營運與服務評鑑計畫,1830000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190426&fn=BDM-1-52756471.xml
