year,unit,case,amount,url
2021,臺南市政府水利局,臺南市仁德區崁腳抽水站新建工程,82700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210916&fn=BDM-1-53506251.xml
2021,臺南市政府水利局,110年治理計畫用地委託變更都市計畫技術服務(開口契約),1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210528&fn=BDM-1-53414335.xml
2021,臺南市政府水利局,110年度臺南市污水下水道管線更新工程委託設計監造委託技術服務,1713000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210514&fn=BDM-1-53402066.xml
2020,臺南市政府水利局,臺南市安定區新吉社區淹水改善規劃,2500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201224&fn=BDM-1-53285612.xml
2021,臺南市新化區公所,110年度新化區公所天然災害復建工程委託設計及監造(開口契約),1350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210715&fn=BDM-1-53453663.xml
2019,臺南市新化區公所,臺南市新化區公所108年底至109年度工程委託設計監造服務開口合約,3978240,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191030&fn=BDM-1-52907908.xml
2021,臺南市仁德區公所,三爺溪排水晉祥橋改建工程委託設計及監造技術服務,6000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210202&fn=BDM-1-53325095.xml
2020,臺南市山上區公所,108-109年度臺南市山上區工程委託設計監造開口契約,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200115&fn=BDM-1-52995410.xml
2021,臺南市後壁區公所,110年度後壁區移動式抽水機操作、補充油料、下水道開孔及水閘門巡查操作(開口契約),2950000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210106&fn=BDM-1-53301657.xml
2021,臺南市將軍區公所,110年將軍區抽水站及抽水機組及水閘門代操作(開口契約),7285200,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210115&fn=BDM-1-53311191.xml
2021,臺南市將軍區公所,110年度臺南市將軍區樹木、雜草修剪維護綠美化等工作（開口契約）,2709600,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210115&fn=BDM-1-53311567.xml
2020,臺南市將軍區公所,109年度臺南市將軍區樹木、雜草修剪維護綠美化等工作（開口契約）,2220000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200116&fn=BDM-1-52997101.xml
2020,臺南市將軍區公所,109年度將軍區抽水站及移動式抽水機及水閘門代操作管理工作(開口契約),6780000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200110&fn=BDM-1-52991977.xml
2019,臺南市鹽水區公所,108年度鹽水區抽水機及水閘門巡查操作管理開口契約,2200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190111&fn=BDM-1-52677228.xml
2020,臺南市歸仁區公所,橫跨鹽水溪之歸仁區八甲橋改建工程監造技術服務,1275861,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200421&fn=BDM-1-53068660.xml
