year,unit,case,amount,url
2021,臺南市體育處,臺南市110年運動i臺灣計畫-運動熱區推廣勞務採購案,1600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210322&fn=BDM-1-53355950.xml
2020,臺南市體育處,臺南市109年運動i臺灣行銷宣傳勞務採購案,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200417&fn=BDM-1-53066063.xml
2020,臺南市體育處,臺南市109年運動i臺灣計畫-運動熱區推廣勞務採購案,1600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200310&fn=BDM-1-53034079.xml
