year,unit,case,amount,url
2020,臺南市政府環境保護局,「歸仁將軍區域性垃圾掩埋場活化再利用工程」委託設計監造案,6790000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201006&fn=BDM-1-53206613.xml
2020,臺南市立新興國民中學,臺南市新興國中忠孝樓補強工程委託設計監造技術服務,1391650,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200306&fn=BDM-1-53032637.xml
2020,臺南市柳營區公所,109年度柳營區移動式抽水機操作補充油料、雨水下水道開孔及水閘門巡查等工作開口契約,1240000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53055934.xml
2020,臺南市柳營區公所,109年度臺南市柳營區公共工程技術服務開口契約(第一期),6000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200120&fn=BDM-1-52999397.xml
2020,臺南市歸仁區公所,橫跨鹽水溪之歸仁區八甲橋改建工程監造技術服務,1275861,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200421&fn=BDM-1-53068660.xml
