year,unit,case,amount,url
2021,臺南市政府社會局,臺南市政府社會局委託辦理「110年度臺南市佳里區社區公共托育家園」,2903025,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210819&fn=BDM-1-53483742.xml
2021,臺南市政府社會局,臺南市政府社會局委託辦理「110年度臺南市東區(林森路)社區公共托育家園」,1084118,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210816&fn=BDM-1-53480846.xml
2019,臺南市政府社會局,臺南市政府社會局委託辦理「108年度臺南市兒童及少年生活狀況與福利需求調查」,1000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191125&fn=BDM-1-52932779.xml
