year,unit,case,amount,url
2019,臺南市南區區公所,108年度里鄰長文康暨訓練活動,1983000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190226&fn=BDM-1-52710395.xml
2020,臺南市立海佃國民中學,海佃國中109學年度九年級校外教學,1291300,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200601&fn=BDM-1-53103257.xml
2020,臺南市立後甲國民中學,後甲國中109學年度3年級戶外教育勞務採購,2261000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200710&fn=BDM-1-53137832.xml
2019,臺南市立後甲國民中學,後甲國中108學年度8年級戶外教育勞務採購,1080000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190909&fn=BDM-1-52867344.xml
2019,臺南市立後甲國民中學,後甲國中108學年度三年級戶外教育勞務採購,2373360,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190326&fn=BDM-1-52730816.xml
2019,臺南市政府,2019臺灣國際蘭展媒體行銷案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190214&fn=BDM-1-52700711.xml
2019,臺南市市場處,108年臺南市集合攤販輔導計畫,990000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190430&fn=BDM-1-52757938.xml
2019,臺南市中西區公所,臺南市中西區108年度里鄰長文康暨訓練活動,1236000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190315&fn=BDM-1-52722679.xml
2020,臺南市政府觀光旅遊局,2020台灣好行觀光公車主題小旅行,1345000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201029&fn=BDM-1-53226190.xml
2019,臺南市政府經濟發展局,108年臺南金讚百家好店徵選活動委託專業服務案,1900000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190403&fn=BDM-1-52738038.xml
2020,臺南市立佳里國民中學,佳里國中109學年度三年級校外教學暨環境教育活動,1303500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200821&fn=BDM-1-53171617.xml
2019,臺南市立佳里國民中學,佳里國中108學年度三年級校外教學暨環境教育活動,1295000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191022&fn=BDM-1-52900597.xml
2020,臺南市立圖書館,臺南市立圖書館新總館餐飲空間委託經營管理,390000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200902&fn=BDM-1-53180251.xml
2020,臺南市立新東國民中學,新東國民中學109學年度學生營養午餐供應,9440800,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200612&fn=BDM-1-53113749.xml
2020,臺南市立新東國民中學,新東國民中學109學年度三年級戶外教育活動,1560000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200501&fn=BDM-1-53078293.xml
2019,臺南市立新東國民中學,新東國民中學108學年度學生營養午餐供應,8851200,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190626&fn=BDM-1-52806695.xml
2019,臺南市立新東國民中學,新東國民中學108學年度三年級戶外教育活動,1493400,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190516&fn=BDM-1-52772063.xml
