year,unit,case,amount,url
2021,臺南市新化區公所,新化街役場暨地下停車場委外經營管理,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211015&fn=BDM-1-53527077.xml
2021,臺南市政府工務局,110年度公園綠地兒童遊具、體健設施及地墊等新設工程（開口契約）,8883478,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210708&fn=BDM-1-53448094.xml
2021,臺南市政府工務局,110年度臺南市37區轄內公園（綠地）新建暨綠美化改善工程設計及監造技術服務案（開口契約）,12610000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210526&fn=BDM-1-53412172.xml
2021,臺南市北區立人國民小學,臺南市北區立人國小110年度新設戶外遊戲場大型組合遊具組財務採購,1700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210419&fn=BDM-1-53379389.xml
