year,unit,case,amount,url
2021,臺南市政府交通局,臺南市中西區府前路停18停車場民間參與新建營運移轉案招商總顧問案,2580000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210302&fn=BDM-1-53340906.xml
2020,臺南市停車管理處,臺南好停APP系統優化擴充整合建置維護案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296427.xml
2020,臺南市停車管理處,臺南市智慧停車資料收容暨資訊發布系統建置案,4500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296385.xml
2020,臺南市停車管理處,109年臺南市停車場智慧停管設備暨4G通訊模組維護案,3150000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201127&fn=BDM-1-53254236.xml
2020,臺南市停車管理處,臺南市前瞻立體停車場闢建工程委託專案管理技術服務暨後續擴充案,12182907,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200904&fn=BDM-1-53183866.xml
2020,臺南市停車管理處,臺南市東區文化中心停E5立體停車場新建工程,321584234,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200821&fn=BDM-1-53172209.xml
2020,臺南市停車管理處,臺南市東區監理站停E1立體停車場新建工程委託規劃設計暨後續擴充監造案,29911805,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200310&fn=BDM-1-53034804.xml
2020,臺南市停車管理處,臺南市第二期立體停車場整體規劃及可行性評估,4980000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200106&fn=BDM-1-52985432.xml
2019,臺南市停車管理處,108年臺南市停車場智慧停管設備暨4G通訊模組維護案,3149000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191220&fn=BDM-1-52964637.xml
2019,臺南市停車管理處,臺南市中西區體3地下停車場新建工程,741660393,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191209&fn=BDM-1-52947952.xml
2019,臺南市停車管理處,臺南市南區西門健康停22立體停車場新建工程委託規劃設計暨後續擴充監造案,3073494,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190221&fn=BDM-1-52705962.xml
