year,unit,case,amount,url
2020,臺南市政府民政局,臺南市109年聯合婚禮活動,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200629&fn=BDM-1-53125978.xml
2020,臺南市政府,市政行銷影片拍攝製作年度服務案,1849300,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200907&fn=BDM-1-53184148.xml
2020,臺南市政府,「109年度布建通路據點─原住民創意中心品牌識別與行銷規劃」委託專業服務勞務採購案,9440000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200817&fn=BDM-1-53167515.xml
2020,臺南市政府,南市62103運用各種媒體宣導交通安全觀念及政策整合行銷案,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200701&fn=BDM-1-53128148.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,7500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
2020,臺南市政府,2020臺灣國際蘭展媒體行銷案,2600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200215&fn=BDM-1-53016564.xml
2019,臺南市政府,108年有線電視地方文化推廣活動：夢想舞台,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191030&fn=BDM-1-52907167.xml
2019,臺南市政府,2020未來沙龍,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191002&fn=BDM-1-52884179.xml
2019,臺南市政府,2019臺南市輔導各業種建置英語友善環境計畫,1750000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190821&fn=BDM-1-52853677.xml
2019,臺南市政府,108年臺南市形象短片電視廣告託播案（二）,2400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190805&fn=BDM-1-52840311.xml
2019,臺南市政府,南市62101運用各種媒體宣導交通安全觀念及政策整合行銷案,1100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190501&fn=BDM-1-52759597.xml
2020,臺南市政府勞工局,109年度辦理求職防騙暨就業隱私宣導計畫---第一期宣導計畫,1220000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200529&fn=BDM-1-53101390.xml
2019,臺南市政府勞工局,108年度辦理求職防騙暨就業隱私宣導計畫---第一期宣導計畫,1231482,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190627&fn=BDM-1-52807771.xml
2020,臺南市政府觀光旅遊局,「2020臺南城市音樂節」委託專業服務案,4500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200813&fn=BDM-1-53165569.xml
2019,臺南市政府觀光旅遊局,「2019臺南城市音樂節」委託專業服務案,3600000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190524&fn=BDM-1-52779593.xml
2019,臺南市政府經濟發展局,2019「臺南國際生技綠能展」計畫,4100000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190222&fn=BDM-1-52706747.xml
