year,unit,case,amount,url
2020,臺南市佳里區公所,109年佳里公園及公園大道綠地維護管理開口契約,2789432,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200115&fn=BDM-1-52995903.xml
2020,臺南市政府農業局,110年度臺南市政府農業局季刊編輯設計案,991389,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201216&fn=BDM-1-53274195.xml
2019,臺南市政府農業局,食在臺南‧國產牛肉好實在-2019國產牛肉行銷活動,1700000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52893272.xml
2019,臺南市北區文元國民小學,臺南市文元國小108學年度六年級戶外教育勞務採購,1697400,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190701&fn=BDM-1-52810101.xml
2020,臺南市新營區公所,新營區微型創新教育體驗基地環境改造計畫設計監造服務,1187081,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200722&fn=BDM-1-53146539.xml
2020,臺南市楠西區公所,「2020臺南楠西梅嶺賞螢季」活動企劃執行案,1200000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200320&fn=BDM-1-53044331.xml
2019,臺南市仁德區公所,臺南市仁德區108年度里鄰長文康活動及業務會議,999000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190312&fn=BDM-1-52719621.xml
2019,臺南市政府,2019臺灣國際蘭展媒體行銷案,2000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190214&fn=BDM-1-52700711.xml
2020,臺南市立麻豆國民中學,109學年度全校童軍教育隔宿露營教學活動,1215456,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200903&fn=BDM-1-53182796.xml
2021,臺南市政府觀光旅遊局,臺南濱海軸帶扇形鹽田景點藝術執行案,12000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211104&fn=BDM-1-53543872.xml
2019,臺南市政府經濟發展局,108年臺南購物節暨商展委託專業服務案,9400000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190418&fn=BDM-1-52748714.xml
2020,臺南市立金城國民中學,金城國中109學年度九年級戶外教育勞務採購,1345500,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200706&fn=BDM-1-53132183.xml
