year,unit,case,amount,url
2021,臺南市政府都市發展局,110年新營區及永康區藍帶系統景觀改善計畫統包工程,18500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211111&fn=BDM-1-53549455.xml
2021,臺南市政府都市發展局,新化區城鎮核心整體規劃設計及監造案,8828111,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211013&fn=BDM-1-53524669.xml
2021,臺南市政府都市發展局,110年度臺南市環境景觀總顧問委託專業服務案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211013&fn=BDM-1-53524666.xml
2021,臺南市政府都市發展局,110年臺南市綠社區培力計畫,9000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211012&fn=BDM-1-53523110.xml
2021,臺南市政府都市發展局,110年度臺南築角創意營造輔導計畫案,4000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210407&fn=BDM-1-53369057.xml
2020,臺南市政府都市發展局,臺南市平原核心城鎮風貌發展先期規劃案,3000000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200406&fn=BDM-1-53054733.xml
2021,臺南市政府環境保護局,110年臺南市環境教育管理及推動工作計畫,8026000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210318&fn=BDM-1-53354118.xml
2021,臺南市政府觀光旅遊局,「百年關嶺‧風華再造」觀光環境改善示範工程及水火同源「麒麟賜水」景觀營造工程委託設計監造,5443502,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211007&fn=BDM-1-53521772.xml
2021,臺南市後壁區安溪國民小學,安溪國小109年度校園美感環境再造計畫：百年風華~生態與人文的學園,1393765,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210705&fn=BDM-1-53443721.xml
2021,臺南市後壁區安溪國民小學,安溪國小109年度校園美感環境再造計畫：百年風華~生態與人文的學園,1393765,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210311&fn=BDM-1-53348298.xml
