year,unit,case,amount,url
2021,臺南市新化區公所,新化街役場暨地下停車場委外經營管理,1500000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211015&fn=BDM-1-53527077.xml
2021,臺南市新化區公所,110年度新化區公所天然災害復建工程委託設計及監造(開口契約),1350000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210715&fn=BDM-1-53453663.xml
2021,臺南市新化區公所,110年度新化區山區道路及環境維護工作(開口契約),1290000,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210203&fn=BDM-1-53326392.xml
